term,topic_id,enrichment_data
reaction kinetics,1.1,"{""explanation"": ""Reaction kinetics is the study of reaction rates, investigating how factors like concentration, temperature, and catalysts influence the speed of chemical reactions."", ""urdu_meaning"": ""حرکیاتِ تعامل - کیمیائی تعاملات کی رفتار اور ان پر اثرانداز ہونے والے عوامل کا مطالعہ"", ""term_type"": ""concept"", ""example_sentence"": ""In studying the decomposition of hydrogen peroxide, reaction kinetics helps determine how manganese dioxide catalyst increases the reaction rate."", ""properties"": {""key_principle"": ""Quantitative analysis of reaction speed and mechanisms"", ""related_concepts"": [""rate law"", ""activation energy"", ""catalyst"", ""collision theory"", ""half-life""], ""real_world_example"": ""Designing catalytic converters to accelerate exhaust gas treatment in vehicles""}}"
reaction rates,1.1,"{""explanation"": ""Reaction rate measures how fast reactants are consumed or products are formed in a chemical reaction over time, typically expressed as concentration change per unit time."", ""urdu_meaning"": ""تفاعل کی رفتار - کیمیائی تعامل میں کس رفتار سے مرکبات استعمال ہوتے ہیں یا نئے مرکبات بنتے ہیں۔"", ""term_type"": ""concept"", ""example_sentence"": ""Increasing the temperature significantly accelerated the reaction rate of the decomposition of hydrogen peroxide."", ""properties"": {""key_principle"": ""Dependence on factors like concentration, temperature, surface area, and catalysts"", ""related_concepts"": [""collision theory"", ""activation energy"", ""catalyst"", ""rate law"", ""half-life""], ""real_world_example"": ""Enzymes in the human body acting as catalysts to speed up metabolic reaction rates for digestion.""}}"
salt,1.1,"{""explanation"": ""In chemistry, a salt is an ionic compound formed by the neutralization reaction of an acid and a base, composed of positively charged cations and negatively charged anions held together by ionic bonds."", ""urdu_meaning"": ""نمک - ایک آئونی مرکب جو تیزاب اور بنیاد کے تعامل سے بنتا ہے"", ""term_type"": ""compound"", ""example_sentence"": ""Sodium chloride (NaCl), commonly known as table salt, crystallizes in a cubic lattice structure when evaporated from seawater."", ""properties"": {""formula"": ""Varies (e.g., NaCl, KCl, CaCO₃)"", ""molar_mass"": ""Varies (e.g., 58.44 g/mol for NaCl)"", ""state_room_temp"": ""solid"", ""hazards"": [""Corrosive to metals (some salts)"", ""Skin/eye irritation (concentrated solutions)"", ""Environmental toxicity (e.g., road salt runoff)"", ""Hypertension (excessive dietary intake)""]}}"
science,1.1,"{""explanation"": ""Science is the systematic study of the structure and behavior of the physical and natural world through observation, experimentation, and evidence-based reasoning."", ""urdu_meaning"": ""سائنس"", ""term_type"": ""concept"", ""example_sentence"": ""Chemistry, as a branch of science, investigates the composition, properties, and reactions of matter."", ""properties"": {""key_principle"": ""Empirical investigation and evidence-based understanding of the natural world"", ""related_concepts"": [""chemistry"", ""physics"", ""biology"", ""scientific method"", ""hypothesis"", ""experiment"", ""theory"", ""matter"", ""energy"", ""chemical reaction""], ""real_world_example"": ""Developing new pharmaceutical drugs by understanding chemical interactions at the molecular level""}}"
sodium chloride,1.1,"{""explanation"": ""Sodium chloride is an ionic compound formed by sodium and chloride ions, commonly known as table salt. It plays vital roles in biological functions and industrial processes."", ""urdu_meaning"": ""سوڈیم کلورائیڈ - سوڈیم اور کلورین سے بنا ایک آیونی مرکب جو عام نمک کے نام سے جانا جاتا ہے۔"", ""term_type"": ""compound"", ""example_sentence"": ""Sodium chloride solution is used as an electrolyte in electrochemical cells to study ionic conductivity."", ""properties"": {""formula"": ""NaCl"", ""molar_mass"": ""58.44 g/mol"", ""state_room_temp"": ""solid"", ""hazards"": [""Causes eye/skin irritation on prolonged exposure"", ""Hypertension risk with excessive dietary intake"", ""Corrosive to metals in aqueous solutions""]}}"
soil,1.1,"{""explanation"": ""Soil is a complex natural mixture of minerals, organic matter, water, air, and living organisms; it serves as a medium for plant growth and a site for important chemical reactions like nutrient cycling."", ""urdu_meaning"": ""مٹی"", ""term_type"": ""concept"", ""example_sentence"": ""The cation exchange capacity (CEC) of soil is a key chemical property influencing its ability to retain and supply essential nutrients like potassium and ammonium ions to plants."", ""properties"": {""key_principle"": ""Heterogeneous mixture supporting chemical equilibria and biological processes"", ""related_concepts"": [""cation exchange capacity (CEC)"", ""pH"", ""organic matter"", ""weathering"", ""nutrient cycling"", ""colloids"", ""adsorption""], ""real_world_example"": ""Application of lime (calcium carbonate) to acidic agricultural soils to raise pH and improve nutrient availability.""}}"
stability,1.1,"{""explanation"": ""In chemistry, stability refers to the resistance of a substance to decomposition, reaction, or change in structure, often resulting from a low-energy state."", ""urdu_meaning"": ""استحکام - کیمیائی مادے کا ٹوٹنے، رد عمل یا ساخت میں تبدیلی کے خلاف مزاحمت"", ""term_type"": ""property"", ""example_sentence"": ""Carbon-12 is highly stable, whereas Carbon-14 is radioactive and unstable, undergoing decay over time."", ""properties"": {""key_principle"": ""Energy minimization; systems tend toward the lowest possible energy state."", ""related_concepts"": [""chemical equilibrium"", ""reaction kinetics"", ""activation energy"", ""bond strength"", ""radioactive decay""], ""real_world_example"": ""Noble gases like neon are used in lighting due to their extreme stability and reluctance to react.""}}"
structure,1.1,"{""explanation"": ""Structure in chemistry refers to the arrangement of atoms, ions, or molecules in a substance, which determines its physical and chemical properties."", ""urdu_meaning"": ""ساخت - کسی کیمیائی شے میں ایٹموں، آئنوں یا سالمات کی ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The tetrahedral structure of methane (CH₄) explains its symmetrical shape and nonpolar nature."", ""properties"": {""key_principle"": ""Atomic/molecular arrangement governs reactivity, stability, and physical behavior"", ""related_concepts"": [""isomerism"", ""crystallography"", ""molecular geometry"", ""bonding""], ""real_world_example"": ""DNA's double-helix structure enables genetic information storage and replication""}}"
structures,1.1,"{""explanation"": ""Structures in chemistry describe the three-dimensional arrangement of atoms within molecules or crystalline materials, governing their physical properties and chemical reactivity."", ""urdu_meaning"": ""ساختیں - سالمات یا کرسٹل میں ایٹموں کی ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The difference in biological activity between glucose and galactose arises from their distinct molecular structures despite identical chemical formulas."", ""properties"": {""key_principle"": ""Atomic spatial arrangement determines chemical behavior"", ""related_concepts"": [""molecular geometry"", ""isomerism"", ""crystal lattice"", ""bond angles"", ""VSEPR theory""], ""real_world_example"": ""The alpha-helix structure in proteins enables enzymatic function""}}"
substances,1.1,"{""explanation"": ""Substances are pure forms of matter with constant chemical composition and distinct properties, classified as either elements or compounds."", ""urdu_meaning"": ""مادّے - خالص مادّہ جس کا کیمیائی ترکیب مستقل اور خصوصیات مخصوص ہوں۔"", ""term_type"": ""concept"", ""example_sentence"": ""In chemistry, water (H₂O) and gold (Au) are both classified as pure substances due to their fixed composition."", ""properties"": {""key_principle"": ""Homogeneous matter with invariant composition and characteristic properties"", ""related_concepts"": [""element"", ""compound"", ""mixture"", ""matter"", ""chemical properties""], ""real_world_example"": ""Table salt (NaCl) as a pure substance versus seawater as a mixture""}}"
technetium,1.1,"{""explanation"": ""Technetium is the lightest radioactive element and the first predominantly artificially produced element, with no stable isotopes occurring naturally on Earth."", ""urdu_meaning"": ""ٹیکنیشیم - ایک مصنوعی تابکار دھاتی عنصر"", ""term_type"": ""element"", ""example_sentence"": ""Technetium-99m is widely used as a radioactive tracer in medical diagnostic imaging due to its short half-life and gamma-ray emission."", ""properties"": {""symbol"": ""Tc"", ""atomic_number"": 43, ""category"": ""metal"", ""state_room_temp"": ""solid"", ""common_uses"": [""Medical radioimaging (Tc-99m)"", ""Corrosion inhibitor for steel"", ""Superconductor research""]}}"
temperature,1.1,"{""explanation"": ""Temperature measures the average kinetic energy of particles in a substance, determining the direction of heat flow and influencing reaction rates."", ""urdu_meaning"": ""درجہ حرارت - کسی مادے کے ذرات کی اوسط حرکی توانائی کی پیمائش"", ""term_type"": ""property"", ""example_sentence"": ""Enzyme activity decreases significantly at low temperatures due to reduced molecular motion."", ""properties"": {""key_principle"": ""Relates to particle kinetic energy"", ""related_concepts"": [""thermal energy"", ""heat transfer"", ""entropy"", ""thermodynamics""], ""real_world_example"": ""Calibration of thermometers in chemical laboratories""}}"
