term,topic_id,enrichment_data
subatomic level,2.1,"{""explanation"":""Scale below 10⁻¹⁰m where quantum effects dominate particle behavior."",""urdu_meaning"":""زیرجوہری سطح - کوانٹم اثرات کا غلبہ"",""term_type"":""concept"",""example_sentence"":""At subatomic level, electrons exhibit wave-particle duality."",""properties"":{""key_principle"":""Quantum uncertainty"",""related_concepts"":[""quarks"",""leptons"",""quantum chromodynamics"",""wave functions""],""real_world_example"":""Particle accelerator research""}}"
subatomic particles,2.1,"{""explanation"":""Protons, neutrons, electrons composing atoms, governed by quantum mechanics."",""urdu_meaning"":""زیرجوہری ذرّات - پروٹان، نیوٹران، الیکٹران"",""term_type"":""concept"",""example_sentence"":""Subatomic particles have complementary properties like spin and charge."",""properties"":{""key_principle"":""Standard model"",""related_concepts"":[""quarks"",""bosons"",""quantum entanglement"",""antimatter""],""real_world_example"":""Medical PET scanning""}}"
subshells,2.1,"{""explanation"":""Orbital subsets within shells: s,p,d,f with distinct shapes and capacities."",""urdu_meaning"":""ذیلی شیل - مداروں کے سیٹ"",""term_type"":""concept"",""example_sentence"":""Subshells fill in order s→p→d→f following Aufbau principle."",""properties"":{""key_principle"":""Azimuthal quantum number l"",""related_concepts"":[""orbital shapes"",""electron spin"",""Hund's rule"",""magnetic quantum number""],""real_world_example"":""Transition metal chemistry""}}"
transition electron microscopes,2.1,"{""explanation"":""Instruments using electron beams to image atomic structures with sub-Å resolution."",""urdu_meaning"":""منتقلی الیکٹران خوردبین - ایٹمی ساخت کی تصویر کشی"",""term_type"":""concept"",""example_sentence"":""Transition electron microscopes resolve individual atoms in graphene."",""properties"":{""key_principle"":""Electron wave interference"",""related_concepts"":[""Bragg diffraction"",""crystallography"",""nanotechnology"",""wave-particle duality""],""real_world_example"":""Materials science research""}}"
uranium atom,2.1,"{""explanation"":""Heavy radioactive element (atomic number 92) with complex electron configuration."",""urdu_meaning"":""یورینیم ایٹم - تابکار عنصر"",""term_type"":""element"",""example_sentence"":""Uranium atoms undergo fission when bombarded with slow neutrons."",""properties"":{""symbol"":""U"",""atomic_number"":92,""category"":""metal"",""state_room_temp"":""solid"",""common_uses"":[""nuclear fuel"",""radioactive dating"",""depleted uranium munitions""]}}"
atom's mass,2.2,"{""explanation"":""Sum of protons and neutrons masses since electrons contribute negligibly."",""urdu_meaning"":""ایٹم کی کمیت - پروٹان اور نیوٹران کی کمیت کا مجموعہ"",""term_type"":""property"",""example_sentence"":""An atom's mass is concentrated in its tiny nucleus."",""properties"":{""key_principle"":""Mass-energy equivalence"",""related_concepts"":[""atomic mass unit"",""mass defect"",""nuclear binding energy"",""E=mc²""],""real_world_example"":""Nuclear reaction calculations""}}"
atomic mass,2.2,"{""explanation"":""Weighted average mass of element's isotopes relative to carbon-12 standard."",""urdu_meaning"":""ایٹمی کمیت - عنصر کے آئسوٹوپ کا اوسط کمیت"",""term_type"":""property"",""example_sentence"":""Chlorine atomic mass is 35.45 due to Cl-35 and Cl-37 isotopes."",""properties"":{""key_principle"":""Natural abundance weighted"",""related_concepts"":[""isotopic abundance"",""mass spectrometry"",""dalton (unit)"",""molar mass""],""real_world_example"":""Stoichiometric calculations""}}"
atomic masses,2.2,"{""explanation"":""Plural referring to masses of different isotopes of an element."",""urdu_meaning"":""ایٹمی کمیتیں - مختلف آئسوٹوپ کی کمیتیں"",""term_type"":""concept"",""example_sentence"":""Carbon atomic masses include 12.000 for C-12 and 13.003 for C-13."",""properties"":{""key_principle"":""Isotope-specific"",""related_concepts"":[""mass number"",""nuclide"",""relative atomic mass"",""mass spectrometry""],""real_world_example"":""Isotope ratio analysis""}}"
atomic number,2.2,"{""explanation"":""Proton count defining element identity and periodic table position."",""urdu_meaning"":""ایٹمی نمبر - پروٹان کی تعداد"",""term_type"":""property"",""example_sentence"":""Atomic number determines chemical properties through electron configuration."",""properties"":{""key_principle"":""Fundamental element identifier"",""related_concepts"":[""periodic table"",""isotopes"",""nuclear charge"",""atomic structure""],""real_world_example"":""X-ray fluorescence analysis""}}"
atomic symbols,2.2,"{""explanation"":""Standard abbreviations for elements (e.g., Fe for iron, Au for gold)."",""urdu_meaning"":""ایٹمی علامات - عناصر کی مخفف شکلیں"",""term_type"":""other"",""example_sentence"":""Atomic symbols standardize chemical notation globally."",""properties"":{""description"":""Element notation system"",""relevance"":""Chemical communication""}}"
barium,2.2,"{""explanation"":""Alkaline earth metal with multiple isotopes used in medical imaging."",""urdu_meaning"":""بیریئم - دھاتی عنصر"",""term_type"":""element"",""example_sentence"":""Barium-137 isotope has applications in gamma radiography."",""properties"":{""symbol"":""Ba"",""atomic_number"":56,""category"":""metal"",""state_room_temp"":""solid"",""common_uses"":[""contrast media"",""fireworks"",""glass production""]}}"
barium-137,2.2,"{""explanation"":""Radioactive isotope of barium emitting gamma rays for industrial radiography."",""urdu_meaning"":""بیریئم-137 - بیریئم کا تابکار آئسوٹوپ"",""term_type"":""concept"",""example_sentence"":""Barium-137 is produced from cesium-137 decay in nuclear medicine."",""properties"":{""key_principle"":""Gamma emission"",""related_concepts"":[""radioisotopes"",""gamma radiography"",""half-life"",""nuclear decay""],""real_world_example"":""Pipeline weld inspection""}}"
carbon-12,2.2,"{""explanation"":""Stable carbon isotope defining atomic mass unit (exactly 12 amu)."",""urdu_meaning"":""کاربن-12 - مستحکم کاربن آئسوٹوپ"",""term_type"":""concept"",""example_sentence"":""Carbon-12 is the reference standard for atomic masses."",""properties"":{""key_principle"":""Mass standard"",""related_concepts"":[""atomic mass unit"",""isotope"",""mass spectrometry"",""relative atomic mass""],""real_world_example"":""Calibrating mass spectrometers""}}"
chemical properties,2.2,"{""explanation"":""Characteristics determined by electron configuration, identical for all isotopes."",""urdu_meaning"":""کیمیائی خواص - الیکٹران ترتیب سے طے ہونے والی خصوصیات"",""term_type"":""concept"",""example_sentence"":""U-235 and U-238 have identical chemical properties but different nuclear behaviors."",""properties"":{""key_principle"":""Electron-dependent"",""related_concepts"":[""valence electrons"",""reactivity"",""ionization energy"",""periodic trends""],""real_world_example"":""Isotope separation chemistry""}}"
chemistry,2.2,"{""explanation"":""Science studying matter properties and transformations at atomic/molecular scale."",""urdu_meaning"":""کیمسٹری - مادّے کی خصوصیات اور تبدیلیوں کا مطالعہ"",""term_type"":""concept"",""example_sentence"":""Chemistry explains isotope behavior through electron interactions."",""properties"":{""key_principle"":""Atomic interactions"",""related_concepts"":[""chemical bonding"",""stoichiometry"",""thermodynamics"",""kinetics""],""real_world_example"":""Pharmaceutical development""}}"
chlorine-35,2.2,"{""explanation"":""Most abundant chlorine isotope (75.77%) with mass 34.968 amu."",""urdu_meaning"":""کلورین-35 - کلورین کا سب سے عام آئسوٹوپ"",""term_type"":""concept"",""example_sentence"":""Chlorine-35 contributes to chlorine's atomic mass of 35.45."",""properties"":{""key_principle"":""Natural abundance"",""related_concepts"":[""isotopic composition"",""relative atomic mass"",""mass spectrometry"",""stable isotopes""],""real_world_example"":""Water chlorination""}}"
electrically neutral,2.2,"{""explanation"":""Atom state with equal protons and electrons, zero net charge."",""urdu_meaning"":""برقی غیر جانبدار - پروٹان اور الیکٹران کی تعداد برابر"",""term_type"":""property"",""example_sentence"":""Electrically neutral atoms become ions by electron loss/gain."",""properties"":{""key_principle"":""Charge conservation"",""related_concepts"":[""ions"",""plasma"",""electrostatics"",""neutral particles""],""real_world_example"":""Stable matter formation""}}"
electrons,2.2,"{""explanation"":""Subatomic particles orbiting nucleus, identical in all isotopes of element."",""urdu_meaning"":""الیکٹران - زیرجوہری ذرّات"",""term_type"":""concept"",""example_sentence"":""Electrons determine chemical properties through configuration and bonding."",""properties"":{""key_principle"":""Identical across isotopes"",""related_concepts"":[""isotopes"",""chemical behavior"",""valence electrons"",""atomic spectra""],""real_world_example"":""Chemical reaction mechanisms""}}"
element,2.2,"{""explanation"":""Pure substance with constant atomic number defined by proton count."",""urdu_meaning"":""عنصر - مستقل ایٹمی نمبر والا خالص مادّہ"",""term_type"":""concept"",""example_sentence"":""Carbon element has atomic number 6 regardless of neutron count."",""properties"":{""key_principle"":""Proton-defined"",""related_concepts"":[""periodic table"",""isotopes"",""compounds"",""allotropes""],""real_world_example"":""Elemental analysis""}}"
elements,2.2,"{""explanation"":""Fundamental substances listed in periodic table with unique atomic numbers."",""urdu_meaning"":""عناصر - بنیادی مادّے"",""term_type"":""concept"",""example_sentence"":""118 elements are officially recognized, completing periodic table periods."",""properties"":{""key_principle"":""Atomic number uniqueness"",""related_concepts"":[""chemical symbols"",""atomic structure"",""periodicity"",""transuranium elements""],""real_world_example"":""Materials science applications""}}"
experimental design,2.2,"{""explanation"":""Methodology planning scientific investigations like isotope abundance measurements."",""urdu_meaning"":""تجرباتی ڈیزائن - سائنسی تحقیقات کی منصوبہ بندی"",""term_type"":""concept"",""example_sentence"":""Experimental design for isotopic analysis requires precise mass spectrometers."",""properties"":{""key_principle"":""Controlled variables"",""related_concepts"":[""mass spectrometry"",""statistical analysis"",""calibration"",""data reproducibility""],""real_world_example"":""Isotope ratio measurements""}}"
formula,2.2,"{""explanation"":""Mathematical representation like n = A - Z for neutron count calculation."",""urdu_meaning"":""فارمولا - ریاضیاتی نمائندگی"",""term_type"":""concept"",""example_sentence"":""The formula n = A - Z calculates neutrons in sodium-23 atom."",""properties"":{""key_principle"":""Neutron calculation"",""related_concepts"":[""mass number"",""atomic number"",""nuclide notation"",""isotope identification""],""real_world_example"":""Nuclear chemistry calculations""}}"
